data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_287.csv,174,0.04565615361367116,0.0,1,2,2,2,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_153.csv,175,4.538762183015912e-05,0.0,7,77,17,433,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_153.csv,175,0.0004538762183015912,0.0,1,172,28,258,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_153.csv,175,0.004538762183015912,0.0,1,140,24,213,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_153.csv,175,0.045387621830159125,0.0,1,24,11,25,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_267.csv,176,4.5480568224519614e-05,0.0,4,112,20,322,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_267.csv,176,0.0004548056822451961,0.0,1,122,26,171,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_267.csv,176,0.0045480568224519615,0.0,1,101,24,309,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_267.csv,176,0.04548056822451962,0.0,1,7,6,128,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,177,4.566543722023259e-05,0.0,5,108,15,334,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,177,0.0004566543722023259,0.0,2,137,19,106,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,177,0.004566543722023259,0.0,1,133,20,93,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_84.csv,177,0.04566543722023259,0.0,1,19,7,83,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_649.csv,178,4.5544117915128795e-05,0.0,3,395,25,356,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_649.csv,178,0.0004554411791512879,0.0,1,98,15,199,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_649.csv,178,0.004554411791512879,0.0,1,153,15,111,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_649.csv,178,0.045544117915128794,0.0,1,8,5,34,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_324.csv,179,4.552761216675731e-05,0.0,4,132,17,304,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_324.csv,179,0.0004552761216675731,0.0,1,128,20,96,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_324.csv,179,0.004552761216675731,0.0,1,111,18,80,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_324.csv,179,0.04552761216675731,0.0,1,11,9,37,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_242.csv,180,4.565810474621509e-05,0.0,5,154,18,221,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_242.csv,180,0.0004565810474621509,0.0,1,167,18,153,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_242.csv,180,0.004565810474621509,0.0,1,153,20,102,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_242.csv,180,0.045658104746215095,0.0,2,16,6,8,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,181,4.574601602240198e-05,0.0,4,215,17,235,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,181,0.00045746016022401974,0.0,1,175,26,159,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,181,0.004574601602240198,0.0,1,111,19,168,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,181,0.04574601602240198,0.0,1,17,11,98,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_579.csv,182,4.548314817216748e-05,0.0,6,266,21,195,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_579.csv,182,0.00045483148172167475,0.0,1,126,24,111,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_579.csv,182,0.004548314817216748,0.0,1,134,15,104,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_579.csv,182,0.045483148172167476,0.0,1,15,10,5,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,183,4.544014933428095e-05,0.0,5,113,23,262,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,183,0.0004544014933428094,0.0,1,118,22,101,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,183,0.004544014933428094,0.0,1,112,20,98,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_72.csv,183,0.04544014933428095,0.0,1,9,6,13,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_889.csv,184,4.539307266831086e-05,0.0,7,107,16,275,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_889.csv,184,0.0004539307266831086,0.0,1,137,28,110,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_889.csv,184,0.004539307266831086,0.0,1,119,22,103,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_889.csv,184,0.04539307266831086,0.0,1,8,4,29,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_686.csv,185,4.544086493470816e-05,0.0,7,674,18,436,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_686.csv,185,0.0004544086493470816,0.0,3,213,15,180,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_686.csv,185,0.0045440864934708156,0.0,1,172,15,172,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_686.csv,185,0.04544086493470816,0.0,1,42,10,118,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_577.csv,186,4.563918110115107e-05,0.0,6,106,21,263,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_577.csv,186,0.0004563918110115107,0.0,2,136,21,145,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_577.csv,186,0.004563918110115107,0.0,1,151,19,108,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_577.csv,186,0.045639181101151075,0.0,1,30,10,45,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_895.csv,187,4.555391012118233e-05,0.0,2,141,18,219,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_895.csv,187,0.0004555391012118233,0.0,1,107,19,219,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_895.csv,187,0.004555391012118233,0.0,1,112,20,185,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_895.csv,187,0.04555391012118233,0.0,1,1,1,1,1
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_47.csv,188,4.560831522832468e-05,0.0,8,88,17,526,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_47.csv,188,0.00045608315228324675,0.0,2,201,24,190,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_47.csv,188,0.004560831522832468,0.0,1,151,22,155,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_47.csv,188,0.045608315228324675,0.0,1,49,10,71,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,189,4.6042515320891974e-05,0.0,4,88,14,301,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,189,0.0004604251532089197,0.0,1,121,20,149,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,189,0.004604251532089197,0.0,1,111,20,142,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_6.csv,189,0.04604251532089197,0.0,1,5,4,19,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_147.csv,190,4.5721132858525266e-05,0.0,6,410,20,304,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_147.csv,190,0.00045721132858525266,0.0,1,224,23,122,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_147.csv,190,0.004572113285852527,0.0,1,171,22,110,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_147.csv,190,0.04572113285852527,0.0,1,33,9,175,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_870.csv,191,4.565012451922774e-05,0.0,3,383,22,424,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_870.csv,191,0.0004565012451922774,0.0,1,144,19,342,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_870.csv,191,0.004565012451922774,0.0,1,147,20,318,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_870.csv,191,0.04565012451922774,0.0,1,2,2,2,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_355.csv,192,4.551199942308651e-05,0.0,6,236,19,356,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_355.csv,192,0.0004551199942308651,0.0,2,148,17,169,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_355.csv,192,0.004551199942308651,0.0,1,92,12,96,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_355.csv,192,0.04551199942308651,0.0,1,7,5,189,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,193,4.5605888585292086e-05,0.0,5,95,17,426,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,193,0.0004560588858529208,0.0,1,160,22,215,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,193,0.004560588858529209,0.0,1,119,18,228,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,193,0.04560588858529208,0.0,2,5,4,164,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,194,4.544942313041981e-05,0.0,3,106,23,151,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,194,0.0004544942313041981,0.0,1,131,20,120,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,194,0.004544942313041981,0.0,2,82,19,80,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_17.csv,194,0.04544942313041981,0.0,1,10,8,39,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,195,4.5963898659501164e-05,0.0,3,154,20,218,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,195,0.00045963898659501164,0.0,1,161,20,140,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,195,0.0045963898659501165,0.0,1,101,19,98,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,195,0.045963898659501165,0.0,1,5,4,3,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_189.csv,196,4.552022011986635e-05,0.0,4,135,23,230,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_189.csv,196,0.0004552022011986635,0.0,1,127,21,164,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_189.csv,196,0.004552022011986635,0.0,1,121,22,135,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_189.csv,196,0.04552022011986635,0.0,1,15,8,40,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_443.csv,197,4.57447923878968e-05,0.0,5,254,22,351,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_443.csv,197,0.000457447923878968,0.0,1,201,22,103,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_443.csv,197,0.00457447923878968,0.0,1,120,15,66,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_443.csv,197,0.045744792387896804,0.0,1,4,4,125,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_284.csv,198,4.5352516615348274e-05,0.0,6,112,12,299,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_284.csv,198,0.0004535251661534827,0.0,1,193,23,116,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_284.csv,198,0.0045352516615348275,0.0,1,210,23,95,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_284.csv,198,0.045352516615348275,0.0,2,17,7,81,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_558.csv,199,4.573211661772758e-05,0.0,5,171,17,185,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_558.csv,199,0.00045732116617727583,0.0,1,147,18,123,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_558.csv,199,0.004573211661772758,0.0,1,96,17,172,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_558.csv,199,0.04573211661772758,0.0,1,21,9,109,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_332.csv,200,4.577143505266533e-05,0.0,5,277,33,307,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_332.csv,200,0.00045771435052665335,0.0,1,138,20,166,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_332.csv,200,0.004577143505266533,0.0,1,142,21,172,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_332.csv,200,0.04577143505266534,0.0,1,7,6,8,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_888.csv,201,4.550733432723525e-05,0.0,5,100,27,335,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_888.csv,201,0.0004550733432723525,0.0,1,131,24,202,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_888.csv,201,0.004550733432723525,0.0,1,128,23,97,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_888.csv,201,0.04550733432723525,0.0,1,10,7,8,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_850.csv,202,4.550440807998718e-05,0.0,5,372,32,296,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_850.csv,202,0.0004550440807998718,0.0,1,228,23,118,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_850.csv,202,0.004550440807998718,0.0,1,148,21,74,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_850.csv,202,0.04550440807998718,0.0,1,45,13,61,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_890.csv,203,4.569738737837302e-05,0.0,4,255,17,323,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_890.csv,203,0.00045697387378373016,0.0,1,220,21,206,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_890.csv,203,0.004569738737837302,0.0,1,120,19,199,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_890.csv,203,0.04569738737837302,0.0,1,13,5,98,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_919.csv,204,4.5716390961054e-05,0.0,6,110,15,237,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_919.csv,204,0.00045716390961053995,0.0,2,152,25,111,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_919.csv,204,0.004571639096105399,0.0,1,124,20,74,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_919.csv,204,0.045716390961053996,0.0,1,21,10,44,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_316.csv,205,4.5759442080290594e-05,0.0,8,155,18,611,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_316.csv,205,0.00045759442080290594,0.0,1,183,26,233,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_316.csv,205,0.0045759442080290594,0.0,1,114,17,227,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_316.csv,205,0.04575944208029059,0.0,1,12,6,180,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_901.csv,206,4.5349542314716845e-05,0.0,3,165,21,348,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_901.csv,206,0.0004534954231471684,0.0,2,157,22,123,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_901.csv,206,0.004534954231471684,0.0,1,113,26,90,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_901.csv,206,0.04534954231471684,0.0,1,4,3,103,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_881.csv,207,4.5687167830415274e-05,0.0,7,155,18,342,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_881.csv,207,0.0004568716783041527,0.0,1,197,19,141,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_881.csv,207,0.004568716783041527,0.0,1,170,14,173,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_881.csv,207,0.04568716783041527,0.0,1,28,14,78,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_963.csv,208,4.57441072281835e-05,0.0,6,78,17,170,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_963.csv,208,0.000457441072281835,0.0,1,133,25,117,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_963.csv,208,0.0045744107228183496,0.0,1,105,19,69,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_963.csv,208,0.0457441072281835,0.0,1,9,5,18,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_621.csv,209,4.546697461590282e-05,0.0,7,139,25,298,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_621.csv,209,0.00045466974615902817,0.0,1,187,17,165,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_621.csv,209,0.004546697461590281,0.0,1,169,16,131,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_621.csv,209,0.04546697461590282,0.0,1,7,4,3,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_741.csv,210,4.583433079930123e-05,0.0,4,83,15,353,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_741.csv,210,0.0004583433079930123,0.0,1,111,18,164,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_741.csv,210,0.004583433079930123,0.0,1,73,16,171,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_741.csv,210,0.04583433079930123,0.0,2,4,4,61,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_239.csv,211,4.5138785875089383e-05,0.0,8,499,19,215,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_239.csv,211,0.00045138785875089383,0.0,2,199,12,135,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_239.csv,211,0.004513878587508938,0.0,1,151,14,92,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_239.csv,211,0.045138785875089384,0.0,1,23,6,10,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_166.csv,212,4.571274376816885e-05,0.0,4,293,22,405,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_166.csv,212,0.0004571274376816885,0.0,1,237,18,250,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_166.csv,212,0.004571274376816885,0.0,1,103,16,227,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_166.csv,212,0.045712743768168855,0.0,1,5,4,133,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_782.csv,213,4.541793855646904e-05,0.0,6,171,16,304,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_782.csv,213,0.00045417938556469034,0.0,1,207,21,259,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_782.csv,213,0.004541793855646904,0.0,1,118,16,208,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_782.csv,213,0.045417938556469035,0.0,1,7,5,176,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_474.csv,214,4.5634262005374004e-05,0.0,6,54,16,305,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_474.csv,214,0.00045634262005374,0.0,1,134,26,122,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_474.csv,214,0.0045634262005374,0.0,1,93,19,109,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_474.csv,214,0.045634262005374,0.0,1,17,5,34,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_280.csv,215,4.5750175670198536e-05,0.0,8,173,18,252,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_280.csv,215,0.00045750175670198533,0.0,1,164,26,141,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_280.csv,215,0.004575017567019854,0.0,1,122,20,96,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_280.csv,215,0.04575017567019854,0.0,1,23,10,26,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_449.csv,216,4.55792319052192e-05,0.0,5,104,12,329,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_449.csv,216,0.000455792319052192,0.0,1,224,28,114,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_449.csv,216,0.00455792319052192,0.0,1,116,18,100,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_449.csv,216,0.0455792319052192,0.0,1,26,12,66,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_864.csv,217,4.573653465023382e-05,0.0,6,72,17,235,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_864.csv,217,0.0004573653465023382,0.0,1,129,22,124,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_864.csv,217,0.004573653465023382,0.0,1,102,22,63,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_864.csv,217,0.04573653465023382,0.0,1,4,4,23,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_389.csv,218,4.56038821252272e-05,0.0,5,118,16,197,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_389.csv,218,0.000456038821252272,0.0,2,144,23,102,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_389.csv,218,0.004560388212522719,0.0,1,103,20,81,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_389.csv,218,0.0456038821252272,0.0,1,20,9,19,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_985.csv,219,4.573725956692555e-05,0.0,4,124,18,398,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_985.csv,219,0.0004573725956692555,0.0,1,137,17,113,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_985.csv,219,0.004573725956692555,0.0,1,90,15,131,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_985.csv,219,0.04573725956692555,0.0,1,10,6,41,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_863.csv,220,4.562960046185014e-05,0.0,4,163,24,265,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_863.csv,220,0.0004562960046185014,0.0,1,145,20,193,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_863.csv,220,0.004562960046185014,0.0,1,128,20,146,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_863.csv,220,0.04562960046185014,0.0,1,3,3,121,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_595.csv,221,4.570825186958408e-05,0.0,6,376,17,173,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_595.csv,221,0.00045708251869584077,0.0,1,197,20,155,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_595.csv,221,0.004570825186958408,0.0,1,148,18,187,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_595.csv,221,0.04570825186958408,0.0,1,22,7,37,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_954.csv,222,4.58803987456617e-05,0.0,5,148,20,456,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_954.csv,222,0.000458803987456617,0.0,1,122,23,304,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_954.csv,222,0.00458803987456617,0.0,1,119,17,52,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_954.csv,222,0.0458803987456617,0.0,1,12,10,206,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_769.csv,223,4.581235384415801e-05,0.0,5,119,14,131,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_769.csv,223,0.00045812353844158006,0.0,1,147,25,117,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_769.csv,223,0.004581235384415801,0.0,1,85,19,93,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_769.csv,223,0.04581235384415801,0.0,1,10,6,40,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,224,4.571539124424971e-05,0.0,6,120,19,393,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,224,0.0004571539124424971,0.0,1,172,29,153,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,224,0.004571539124424971,0.0,1,130,21,121,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_60.csv,224,0.04571539124424971,0.0,1,4,3,3,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_453.csv,225,4.6028269849312214e-05,0.0,4,214,17,294,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_453.csv,225,0.0004602826984931221,0.0,1,157,20,130,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_453.csv,225,0.004602826984931221,0.0,1,132,16,121,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_453.csv,225,0.046028269849312214,0.0,1,14,5,32,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,226,4.540853081710994e-05,0.0,8,137,18,347,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,226,0.00045408530817109944,0.0,1,135,22,250,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,226,0.004540853081710995,0.0,1,121,19,258,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_40.csv,226,0.045408530817109945,0.0,1,6,3,99,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_259.csv,227,4.5584894561156497e-05,0.0,8,235,22,331,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_259.csv,227,0.000455848945611565,0.0,2,181,16,170,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_259.csv,227,0.00455848945611565,0.0,1,154,17,137,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_259.csv,227,0.0455848945611565,0.0,1,35,11,50,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_502.csv,228,4.574095246068353e-05,0.0,4,96,20,369,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_502.csv,228,0.00045740952460683533,0.0,2,174,23,149,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_502.csv,228,0.0045740952460683534,0.0,1,92,19,99,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_502.csv,228,0.045740952460683534,0.0,1,4,3,24,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_479.csv,229,4.5628922383002305e-05,0.0,4,88,21,132,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_479.csv,229,0.000456289223830023,0.0,1,123,18,120,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_479.csv,229,0.00456289223830023,0.0,1,105,18,112,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_479.csv,229,0.045628922383002306,0.0,1,7,6,15,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_775.csv,230,4.5844201687594e-05,0.0,8,208,16,383,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_775.csv,230,0.00045844201687594,0.0,1,254,25,107,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_775.csv,230,0.004584420168759399,0.0,1,130,14,82,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_775.csv,230,0.045844201687594,0.0,1,20,7,81,6
