data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_252.csv,487,0.0004574313698273469,0.0,1,129,16,134,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_252.csv,487,0.004574313698273469,0.0,1,134,18,129,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_252.csv,487,0.04574313698273469,0.0,1,9,5,155,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_312.csv,488,4.5947790535263904e-05,0.0,5,181,23,268,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_312.csv,488,0.00045947790535263907,0.0,1,196,21,151,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_312.csv,488,0.004594779053526391,0.0,1,134,22,133,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_312.csv,488,0.045947790535263905,0.0,1,13,9,57,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_95.csv,489,4.56190166686188e-05,0.0,6,268,17,330,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_95.csv,489,0.000456190166686188,0.0,1,232,21,109,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_95.csv,489,0.00456190166686188,0.0,1,149,21,83,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_95.csv,489,0.045619016668618804,0.0,1,42,12,37,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_719.csv,490,4.574449879812125e-05,0.0,6,261,15,270,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_719.csv,490,0.00045744498798121246,0.0,1,253,22,139,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_719.csv,490,0.004574449879812125,0.0,1,167,23,108,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_719.csv,490,0.04574449879812125,0.0,1,29,9,15,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_394.csv,491,4.552982925710011e-05,0.0,1,265,24,277,31
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_394.csv,491,0.0004552982925710011,0.0,1,210,22,255,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_394.csv,491,0.004552982925710011,0.0,2,63,19,225,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_394.csv,491,0.04552982925710011,0.0,1,1,1,1,1
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,492,4.5357464759058014e-05,0.0,6,75,15,283,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,492,0.00045357464759058016,0.0,1,127,17,135,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,492,0.004535746475905801,0.0,1,88,21,100,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_25.csv,492,0.04535746475905802,0.0,2,4,3,92,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,493,4.6036676331183296e-05,0.0,6,142,12,121,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,493,0.00046036676331183293,0.0,1,127,20,119,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,493,0.004603667633118329,0.0,1,125,20,100,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_106.csv,493,0.046036676331183295,0.0,1,22,14,53,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_910.csv,494,4.5412591247889804e-05,0.0,5,253,19,425,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_910.csv,494,0.000454125912478898,0.0,1,188,14,246,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_910.csv,494,0.00454125912478898,0.0,1,103,20,221,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_910.csv,494,0.0454125912478898,0.0,1,11,6,159,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_339.csv,495,4.540542483629785e-05,0.0,3,229,20,225,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_339.csv,495,0.00045405424836297847,0.0,1,201,16,143,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_339.csv,495,0.0045405424836297845,0.0,1,101,18,124,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_339.csv,495,0.04540542483629785,0.0,1,2,2,2,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_542.csv,496,4.561970754750908e-05,0.0,7,98,15,451,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_542.csv,496,0.0004561970754750908,0.0,2,165,24,159,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_542.csv,496,0.004561970754750908,0.0,1,76,21,137,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_542.csv,496,0.045619707547509075,0.0,1,40,11,45,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,497,4.521674675920352e-05,0.0,5,120,13,403,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,497,0.0004521674675920352,0.0,1,139,22,277,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,497,0.004521674675920352,0.0,1,134,16,83,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_91.csv,497,0.04521674675920352,0.0,2,10,4,147,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_681.csv,498,4.543479642274687e-05,0.0,5,110,26,355,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_681.csv,498,0.0004543479642274687,0.0,1,146,21,91,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_681.csv,498,0.004543479642274687,0.0,1,92,16,61,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_681.csv,498,0.04543479642274687,0.0,1,18,9,13,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_760.csv,499,4.573728724582555e-05,0.0,7,225,15,320,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_760.csv,499,0.0004573728724582555,0.0,1,143,22,200,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_760.csv,499,0.0045737287245825545,0.0,1,137,20,185,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_760.csv,499,0.04573728724582555,0.0,1,13,8,152,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,500,4.5755124923268275e-05,0.0,5,261,15,257,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,500,0.0004575512492326827,0.0,1,193,22,173,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,500,0.004575512492326827,0.0,1,167,17,162,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,500,0.045755124923268276,0.0,1,21,9,30,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_589.csv,501,4.563315064863007e-05,0.0,5,98,20,429,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_589.csv,501,0.0004563315064863007,0.0,1,152,17,199,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_589.csv,501,0.0045633150648630065,0.0,1,129,17,187,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_589.csv,501,0.04563315064863007,0.0,1,14,8,202,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,502,4.553368865059538e-05,0.0,3,174,19,330,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,502,0.00045533688650595386,0.0,1,98,15,248,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,502,0.004553368865059538,0.0,1,77,15,253,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_29.csv,502,0.045533688650595386,0.0,2,2,2,236,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_969.csv,503,4.5519603772668495e-05,0.0,5,145,12,261,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_969.csv,503,0.00045519603772668495,0.0,1,127,17,110,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_969.csv,503,0.0045519603772668496,0.0,1,88,16,88,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_969.csv,503,0.0455196037726685,0.0,1,14,8,41,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_541.csv,504,4.5728924100969676e-05,0.0,7,173,12,463,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_541.csv,504,0.0004572892410096968,0.0,1,203,26,120,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_541.csv,504,0.004572892410096968,0.0,1,104,16,108,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_541.csv,504,0.04572892410096968,0.0,1,32,7,58,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_403.csv,505,4.567720992154875e-05,0.0,6,56,12,316,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_403.csv,505,0.0004567720992154875,0.0,2,126,23,98,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_403.csv,505,0.004567720992154875,0.0,1,69,18,108,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_403.csv,505,0.04567720992154875,0.0,1,12,8,89,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_677.csv,506,4.6038741412792775e-05,0.0,5,123,16,395,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_677.csv,506,0.00046038741412792773,0.0,1,122,19,235,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_677.csv,506,0.004603874141279277,0.0,1,110,16,197,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_677.csv,506,0.04603874141279277,0.0,2,12,6,198,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_833.csv,507,4.562204246926062e-05,0.0,2,316,26,438,33
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_833.csv,507,0.00045622042469260624,0.0,1,152,23,256,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_833.csv,507,0.004562204246926062,0.0,1,88,19,224,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_833.csv,507,0.045622042469260625,0.0,1,2,2,186,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,508,4.613504555997389e-05,0.0,6,331,13,184,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,508,0.0004613504555997389,0.0,1,147,18,142,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,508,0.004613504555997389,0.0,1,132,20,83,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_187.csv,508,0.046135045559973886,0.0,1,12,6,29,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_402.csv,509,4.567528918644058e-05,0.0,4,128,17,280,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_402.csv,509,0.00045675289186440583,0.0,2,161,22,136,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_402.csv,509,0.004567528918644058,0.0,1,134,24,53,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_402.csv,509,0.045675289186440586,0.0,1,31,6,48,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_724.csv,510,4.5498695785317413e-05,0.0,6,68,18,413,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_724.csv,510,0.0004549869578531741,0.0,1,108,17,242,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_724.csv,510,0.004549869578531741,0.0,1,97,19,264,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_724.csv,510,0.045498695785317414,0.0,1,17,7,143,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_367.csv,511,4.59027134186983e-05,0.0,5,268,15,370,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_367.csv,511,0.00045902713418698296,0.0,1,165,20,132,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_367.csv,511,0.004590271341869829,0.0,1,123,18,147,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_367.csv,511,0.045902713418698296,0.0,1,10,6,114,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_202.csv,512,4.562375056815502e-05,0.0,5,271,21,243,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_202.csv,512,0.00045623750568155014,0.0,2,270,16,150,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_202.csv,512,0.0045623750568155015,0.0,1,121,15,117,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_202.csv,512,0.045623750568155014,0.0,2,14,8,91,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_880.csv,513,4.56444451792644e-05,0.0,6,281,17,302,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_880.csv,513,0.000456444451792644,0.0,1,233,18,135,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_880.csv,513,0.0045644445179264395,0.0,1,158,18,133,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_880.csv,513,0.0456444451792644,0.0,1,38,7,44,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_736.csv,514,4.547692787600471e-05,0.0,5,77,17,389,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_736.csv,514,0.0004547692787600471,0.0,1,130,21,123,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_736.csv,514,0.004547692787600471,0.0,1,83,18,104,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_736.csv,514,0.045476927876004714,0.0,2,10,7,61,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_860.csv,515,4.5792208996844236e-05,0.0,7,137,21,437,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_860.csv,515,0.00045792208996844235,0.0,1,175,23,166,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_860.csv,515,0.0045792208996844235,0.0,1,119,19,149,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_860.csv,515,0.04579220899684424,0.0,1,21,8,78,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_115.csv,516,4.524081867510194e-05,0.0,9,131,18,207,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_115.csv,516,0.0004524081867510194,0.0,3,202,17,244,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_115.csv,516,0.004524081867510194,0.0,1,142,22,161,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_115.csv,516,0.04524081867510194,0.0,1,48,15,103,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_139.csv,517,4.5531751643837254e-05,0.0,7,210,17,386,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_139.csv,517,0.00045531751643837254,0.0,3,176,24,203,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_139.csv,517,0.004553175164383726,0.0,1,99,17,158,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_139.csv,517,0.04553175164383726,0.0,1,32,12,19,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_756.csv,518,4.584335709566599e-05,0.0,6,74,17,376,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_756.csv,518,0.0004584335709566599,0.0,3,154,20,221,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_756.csv,518,0.004584335709566599,0.0,1,94,21,100,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_756.csv,518,0.04584335709566599,0.0,2,12,7,10,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_751.csv,519,4.5712339036999124e-05,0.0,5,99,14,273,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_751.csv,519,0.00045712339036999125,0.0,2,142,21,151,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_751.csv,519,0.004571233903699913,0.0,1,112,22,135,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_751.csv,519,0.045712339036999124,0.0,1,11,9,38,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_230.csv,520,4.559781177519501e-05,0.0,6,259,20,469,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_230.csv,520,0.00045597811775195007,0.0,1,160,21,146,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_230.csv,520,0.0045597811775195006,0.0,1,168,23,140,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_230.csv,520,0.04559781177519501,0.0,1,10,6,165,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_531.csv,521,4.58749208404538e-05,0.0,7,430,18,269,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_531.csv,521,0.000458749208404538,0.0,1,183,20,146,31
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_531.csv,521,0.0045874920840453795,0.0,1,123,19,118,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_531.csv,521,0.0458749208404538,0.0,2,14,4,42,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_828.csv,522,4.5612534602063786e-05,0.0,6,143,13,300,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_828.csv,522,0.00045612534602063786,0.0,1,113,18,121,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_828.csv,522,0.004561253460206379,0.0,1,108,24,117,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_828.csv,522,0.04561253460206379,0.0,1,15,8,52,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_794.csv,523,4.539296361289056e-05,0.0,5,168,18,313,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_794.csv,523,0.00045392963612890557,0.0,1,169,19,233,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_794.csv,523,0.004539296361289056,0.0,1,131,22,214,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_794.csv,523,0.04539296361289056,0.0,1,7,4,136,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_331.csv,524,4.5620328557796855e-05,0.0,4,131,19,238,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_331.csv,524,0.0004562032855779685,0.0,1,141,22,165,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_331.csv,524,0.0045620328557796856,0.0,1,123,18,115,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_331.csv,524,0.04562032855779685,0.0,1,9,7,46,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_276.csv,525,4.534709033818763e-05,0.0,7,209,17,467,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_276.csv,525,0.0004534709033818763,0.0,3,174,19,169,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_276.csv,525,0.004534709033818763,0.0,1,124,15,100,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_276.csv,525,0.04534709033818763,0.0,1,32,10,30,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_138.csv,526,4.56693757582794e-05,0.0,3,192,22,418,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_138.csv,526,0.00045669375758279396,0.0,1,142,16,200,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_138.csv,526,0.00456693757582794,0.0,1,82,17,195,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_138.csv,526,0.045669375758279396,0.0,1,9,6,141,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_286.csv,527,4.568824522641731e-05,0.0,6,210,24,152,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_286.csv,527,0.0004568824522641731,0.0,1,158,21,67,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_286.csv,527,0.004568824522641731,0.0,1,138,21,76,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_286.csv,527,0.04568824522641731,0.0,2,16,9,23,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_583.csv,528,4.573941306165726e-05,0.0,5,123,19,338,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_583.csv,528,0.00045739413061657264,0.0,3,203,20,309,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_583.csv,528,0.004573941306165726,0.0,1,143,18,291,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_583.csv,528,0.04573941306165727,0.0,1,26,8,244,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_821.csv,529,4.576275622040588e-05,0.0,7,104,17,338,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_821.csv,529,0.0004576275622040588,0.0,1,219,21,173,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_821.csv,529,0.004576275622040589,0.0,1,119,17,151,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_821.csv,529,0.04576275622040588,0.0,1,27,13,20,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_262.csv,530,4.571572482644496e-05,0.0,8,111,16,320,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_262.csv,530,0.00045715724826444955,0.0,1,134,26,148,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_262.csv,530,0.004571572482644496,0.0,1,89,19,150,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_262.csv,530,0.04571572482644495,0.0,1,15,6,165,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_304.csv,531,4.575831084088827e-05,0.0,4,199,18,304,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_304.csv,531,0.00045758310840888274,0.0,1,118,19,122,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_304.csv,531,0.004575831084088828,0.0,1,94,17,113,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_304.csv,531,0.04575831084088827,0.0,1,13,8,22,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_750.csv,532,4.5795710402560716e-05,0.0,8,113,14,249,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_750.csv,532,0.00045795710402560713,0.0,1,131,24,181,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_750.csv,532,0.004579571040256071,0.0,1,81,18,134,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_750.csv,532,0.04579571040256072,0.0,1,21,9,84,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_275.csv,533,4.5655261104165974e-05,0.0,1,130,21,364,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_275.csv,533,0.00045655261104165975,0.0,1,127,21,306,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_275.csv,533,0.004565526110416597,0.0,2,33,12,36,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_275.csv,533,0.04565526110416598,0.0,1,1,1,1,1
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_501.csv,534,4.5661158100013044e-05,0.0,5,142,15,266,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_501.csv,534,0.00045661158100013044,0.0,1,159,29,179,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_501.csv,534,0.004566115810001305,0.0,1,134,24,151,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_501.csv,534,0.04566115810001305,0.0,1,4,4,146,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_173.csv,535,4.537949986461927e-05,0.0,8,218,14,585,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_173.csv,535,0.0004537949986461927,0.0,2,171,31,137,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_173.csv,535,0.004537949986461926,0.0,1,129,16,116,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_173.csv,535,0.04537949986461927,0.0,1,24,11,18,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_948.csv,536,4.549940745686353e-05,0.0,9,552,28,574,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_948.csv,536,0.0004549940745686353,0.0,1,135,19,173,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_948.csv,536,0.004549940745686353,0.0,2,119,21,141,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_948.csv,536,0.04549940745686353,0.0,1,22,10,127,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_161.csv,537,4.581112962837586e-05,0.0,7,193,16,276,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_161.csv,537,0.00045811129628375863,0.0,1,192,20,166,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_161.csv,537,0.004581112962837587,0.0,1,151,18,141,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_161.csv,537,0.045811129628375864,0.0,1,20,8,103,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_911.csv,538,4.600461104852909e-05,0.0,3,323,28,300,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_911.csv,538,0.0004600461104852909,0.0,1,194,26,146,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_911.csv,538,0.0046004611048529095,0.0,1,138,21,125,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_911.csv,538,0.0460046110485291,0.0,1,15,9,92,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_627.csv,539,4.577572806202162e-05,0.0,5,452,20,247,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_627.csv,539,0.00045775728062021623,0.0,1,152,17,129,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_627.csv,539,0.004577572806202162,0.0,1,125,24,95,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_627.csv,539,0.045775728062021626,0.0,1,10,7,69,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_205.csv,540,4.5762956504494573e-05,0.0,3,149,17,226,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_205.csv,540,0.00045762956504494576,0.0,1,134,19,105,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_205.csv,540,0.0045762956504494575,0.0,1,175,19,93,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_205.csv,540,0.04576295650449458,0.0,1,35,6,58,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_212.csv,541,4.5673312103637966e-05,0.0,4,189,27,362,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_212.csv,541,0.00045673312103637967,0.0,1,221,18,203,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_212.csv,541,0.004567331210363797,0.0,1,87,12,85,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_212.csv,541,0.04567331210363797,0.0,1,21,5,89,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,542,4.586386522336241e-05,0.0,6,120,15,182,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,542,0.0004586386522336241,0.0,2,114,17,111,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,542,0.004586386522336241,0.0,1,79,10,55,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_5.csv,542,0.04586386522336241,0.0,1,13,7,74,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_784.csv,543,4.552857507814783e-05,0.0,3,172,18,344,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_784.csv,543,0.00045528575078147826,0.0,1,109,19,287,21
