data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards,SAMP_iters,SAMP_rewards,SB_iters,SB_rewards
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_107.csv,32,0.045700765063322074,0.0,1,11,6,227,5,47,5,14,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_257.csv,33,4.5537958287357244e-05,0.0,7,272,11,447,10,356,13,35,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_257.csv,33,0.0004553795828735724,0.0,1,241,19,199,27,130,20,175,30
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_257.csv,33,0.004553795828735724,0.0,1,197,19,116,18,59,16,16,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_257.csv,33,0.04553795828735724,0.0,1,37,15,90,15,113,12,26,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_7.csv,34,4.5471886404116427e-05,0.0,4,263,19,273,17,92,22,69,33
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_7.csv,34,0.00045471886404116425,0.0,1,209,24,160,21,105,17,54,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_7.csv,34,0.004547188640411643,0.0,1,109,19,28,12,57,13,34,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_7.csv,34,0.045471886404116424,0.0,1,6,6,3,3,3,3,3,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_216.csv,35,4.532995225326369e-05,0.0,6,144,16,257,17,358,18,68,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_216.csv,35,0.00045329952253263684,0.0,1,199,22,136,23,111,24,51,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_216.csv,35,0.004532995225326368,0.0,1,154,21,103,20,98,19,25,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_216.csv,35,0.04532995225326369,0.0,1,20,10,12,8,10,7,8,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_805.csv,36,4.5956817661999244e-05,0.0,6,321,17,176,16,126,22,58,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_805.csv,36,0.00045956817661999244,0.0,1,182,19,84,19,93,23,25,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_805.csv,36,0.004595681766199925,0.0,1,135,15,86,18,76,25,28,14
