data,num_file,L0,L2,NNZ,RL_iters,RL_rewards,MF_iters,MF_rewards,SAMP_iters,SAMP_rewards,SB_iters,SB_rewards
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_737.csv,197,0.0004585093852316089,0.0,2,220,18,149,18,78,19,54,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_737.csv,197,0.004585093852316089,0.0,1,125,18,192,11,112,15,31,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_737.csv,197,0.04585093852316089,0.0,1,79,10,55,11,52,12,14,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_414.csv,198,4.602133355293382e-05,0.0,7,228,18,502,19,184,15,69,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_414.csv,198,0.0004602133355293382,0.0,1,183,21,107,21,95,16,30,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_414.csv,198,0.004602133355293382,0.0,1,70,12,85,13,103,11,17,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_414.csv,198,0.04602133355293382,0.0,1,14,8,15,8,13,10,11,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_909.csv,199,4.556525154838156e-05,0.0,8,168,37,373,20,287,17,168,34
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_909.csv,199,0.0004556525154838156,0.0,1,206,20,304,22,156,24,102,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_909.csv,199,0.004556525154838156,0.0,1,134,21,124,23,88,20,58,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_909.csv,199,0.04556525154838156,0.0,1,19,9,133,7,20,6,36,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_493.csv,200,4.546316391602447e-05,0.0,3,155,18,340,21,144,20,105,37
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_493.csv,200,0.0004546316391602447,0.0,1,132,19,175,18,86,18,50,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_493.csv,200,0.0045463163916024465,0.0,1,90,17,140,20,159,14,33,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_493.csv,200,0.04546316391602447,0.0,2,12,5,88,4,97,5,51,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_855.csv,201,4.530921062657335e-05,0.0,7,129,12,241,15,65,17,49,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_855.csv,201,0.0004530921062657335,0.0,1,142,22,122,21,125,25,40,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_855.csv,201,0.004530921062657335,0.0,1,157,20,86,19,85,16,47,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_855.csv,201,0.04530921062657335,0.0,1,25,14,36,10,41,10,11,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_288.csv,202,4.583626807812117e-05,0.0,6,148,16,312,23,111,24,95,30
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_288.csv,202,0.0004583626807812117,0.0,1,142,18,190,21,143,23,64,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_288.csv,202,0.004583626807812117,0.0,1,138,19,194,15,92,16,75,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_288.csv,202,0.04583626807812117,0.0,1,23,11,145,11,27,11,12,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_691.csv,203,4.556507886804734e-05,0.0,8,339,15,576,11,377,14,53,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_691.csv,203,0.0004556507886804734,0.0,1,226,22,123,19,112,22,28,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_691.csv,203,0.004556507886804734,0.0,1,116,19,114,16,90,20,61,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_691.csv,203,0.04556507886804734,0.0,2,21,8,49,8,24,8,9,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_825.csv,204,4.564750811086487e-05,0.0,4,117,17,218,12,112,12,163,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_825.csv,204,0.00045647508110864874,0.0,1,142,19,129,21,98,18,83,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_825.csv,204,0.004564750811086487,0.0,1,110,16,124,23,82,16,23,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_825.csv,204,0.045647508110864876,0.0,1,5,5,37,3,19,3,17,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_265.csv,205,4.569289522824629e-05,0.0,4,143,30,269,19,208,27,70,32
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_265.csv,205,0.0004569289522824629,0.0,2,155,18,122,21,67,16,29,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_265.csv,205,0.004569289522824629,0.0,1,72,13,57,10,77,16,17,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_265.csv,205,0.045692895228246294,0.0,1,46,8,34,6,37,9,9,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_313.csv,206,4.543561288330795e-05,0.0,6,215,18,513,19,291,11,95,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_313.csv,206,0.00045435612883307946,0.0,1,186,22,246,23,162,20,48,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_313.csv,206,0.004543561288330795,0.0,1,184,22,134,21,76,18,43,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_313.csv,206,0.04543561288330795,0.0,1,28,10,98,8,38,6,7,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_974.csv,207,4.556947175268502e-05,0.0,6,649,14,462,14,261,23,86,34
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_974.csv,207,0.0004556947175268502,0.0,1,278,17,205,24,141,23,55,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_974.csv,207,0.004556947175268502,0.0,1,164,22,213,23,180,24,34,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_974.csv,207,0.045569471752685026,0.0,1,21,11,213,9,184,8,29,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_714.csv,208,4.5413778503716774e-05,0.0,8,70,15,163,15,85,16,37,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_714.csv,208,0.0004541377850371677,0.0,1,125,17,73,21,82,17,21,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_714.csv,208,0.004541377850371678,0.0,1,90,15,66,15,72,16,38,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_714.csv,208,0.04541377850371678,0.0,1,13,7,36,8,18,6,8,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,209,4.541334023207021e-05,0.0,3,158,22,325,27,220,27,122,37
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,209,0.0004541334023207021,0.0,1,145,19,155,20,208,21,53,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,209,0.004541334023207021,0.0,1,114,21,258,16,85,14,22,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_417.csv,209,0.045413340232070214,0.0,2,2,2,1,1,1,1,1,1
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_921.csv,210,4.5886372011883606e-05,0.0,8,102,14,351,13,256,13,149,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_921.csv,210,0.00045886372011883604,0.0,1,160,21,189,22,106,21,32,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_921.csv,210,0.004588637201188361,0.0,1,142,23,187,22,108,22,41,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_921.csv,210,0.04588637201188361,0.0,1,24,11,15,9,16,10,8,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_786.csv,211,4.569532878691767e-05,0.0,5,242,23,380,24,231,24,86,40
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_786.csv,211,0.00045695328786917664,0.0,1,148,24,161,18,193,20,55,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_786.csv,211,0.004569532878691766,0.0,1,160,21,142,17,110,21,39,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_786.csv,211,0.04569532878691767,0.0,1,40,8,84,10,46,8,9,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_598.csv,212,4.585280337227789e-05,0.0,4,99,13,356,31,162,20,83,36
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_598.csv,212,0.0004585280337227789,0.0,1,134,19,285,22,106,14,37,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_598.csv,212,0.004585280337227789,0.0,1,93,19,237,15,142,22,65,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_598.csv,212,0.045852803372277894,0.0,1,10,6,186,6,16,5,21,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_984.csv,213,4.5841117868659064e-05,0.0,8,100,16,462,14,407,15,56,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_984.csv,213,0.00045841117868659063,0.0,1,170,26,227,24,117,22,83,28
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_984.csv,213,0.004584111786865906,0.0,1,133,22,227,29,125,18,33,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_984.csv,213,0.04584111786865906,0.0,1,16,8,139,11,44,9,20,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_779.csv,214,4.568499505599936e-05,0.0,4,142,20,259,21,146,23,99,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_779.csv,214,0.0004568499505599936,0.0,2,166,22,209,26,127,20,73,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_779.csv,214,0.004568499505599936,0.0,1,139,23,74,23,68,20,27,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_779.csv,214,0.045684995055999364,0.0,1,8,5,131,5,159,5,9,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_396.csv,215,4.551517842246507e-05,0.0,6,261,16,318,13,139,16,154,30
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_396.csv,215,0.0004551517842246507,0.0,1,136,21,147,26,115,17,39,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_396.csv,215,0.004551517842246507,0.0,1,150,18,130,17,96,21,27,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_396.csv,215,0.04551517842246507,0.0,1,49,9,17,12,8,6,7,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_658.csv,216,4.5761545231562804e-05,0.0,8,385,11,491,11,292,13,255,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_658.csv,216,0.000457615452315628,0.0,1,158,20,326,34,174,29,113,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_658.csv,216,0.00457615452315628,0.0,1,151,19,310,22,102,24,49,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_658.csv,216,0.045761545231562804,0.0,1,30,9,249,9,105,14,12,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_260.csv,217,4.566376092336934e-05,0.0,7,266,15,452,22,248,20,51,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_260.csv,217,0.00045663760923369336,0.0,1,143,17,280,27,112,20,55,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_260.csv,217,0.004566376092336934,0.0,1,138,22,163,24,127,21,36,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_260.csv,217,0.04566376092336934,0.0,1,2,2,167,5,240,6,2,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,218,4.5755124923268275e-05,0.0,5,270,15,257,24,153,18,147,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,218,0.0004575512492326827,0.0,1,209,23,173,26,102,19,54,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,218,0.004575512492326827,0.0,1,174,17,162,18,95,17,47,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_154.csv,218,0.045755124923268276,0.0,1,20,9,30,12,27,8,13,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_933.csv,219,4.548974556136709e-05,0.0,4,196,16,217,26,183,22,133,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_933.csv,219,0.00045489745561367093,0.0,1,110,15,109,16,103,19,30,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_933.csv,219,0.0045489745561367095,0.0,1,98,15,105,16,83,20,49,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_933.csv,219,0.04548974556136709,0.0,1,16,12,32,9,22,9,12,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_837.csv,220,4.549309710666406e-05,0.0,7,320,17,246,18,134,18,128,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_837.csv,220,0.0004549309710666406,0.0,1,250,19,133,20,83,14,54,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_837.csv,220,0.0045493097106664064,0.0,1,143,20,116,14,97,12,64,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_837.csv,220,0.04549309710666406,0.0,1,14,8,106,9,12,5,15,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_303.csv,221,4.5671634809680046e-05,0.0,5,169,20,273,17,188,16,66,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_303.csv,221,0.0004567163480968005,0.0,1,139,17,114,23,89,23,42,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_303.csv,221,0.004567163480968005,0.0,1,135,18,86,22,117,23,34,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_303.csv,221,0.04567163480968005,0.0,1,3,3,63,3,21,3,8,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_601.csv,222,4.508545010380511e-05,0.0,6,237,20,250,17,153,18,116,35
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_601.csv,222,0.0004508545010380511,0.0,1,141,20,119,23,166,19,89,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_601.csv,222,0.004508545010380511,0.0,1,137,18,95,19,40,13,203,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_601.csv,222,0.04508545010380511,0.0,1,9,5,83,5,12,5,12,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,223,4.574601602240198e-05,0.0,4,225,17,235,18,124,19,113,31
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,223,0.00045746016022401974,0.0,1,175,21,159,17,133,23,91,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,223,0.004574601602240198,0.0,1,95,17,168,23,87,14,66,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_978.csv,223,0.04574601602240198,0.0,1,30,9,98,10,31,10,12,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_809.csv,224,4.5588518766515664e-05,0.0,8,166,12,377,12,414,14,74,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_809.csv,224,0.00045588518766515664,0.0,2,176,25,176,21,272,30,57,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_809.csv,224,0.0045588518766515665,0.0,1,109,20,132,18,36,12,38,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_809.csv,224,0.045588518766515665,0.0,1,24,12,49,7,42,11,8,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_495.csv,225,4.537361118761123e-05,0.0,6,106,14,396,16,458,14,77,24
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_495.csv,225,0.0004537361118761123,0.0,1,145,24,197,21,146,22,48,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_495.csv,225,0.004537361118761123,0.0,1,86,21,184,15,92,16,61,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_495.csv,225,0.04537361118761123,0.0,1,12,8,201,7,27,7,31,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_656.csv,226,4.5594436593878384e-05,0.0,6,152,13,445,15,270,13,96,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_656.csv,226,0.00045594436593878384,0.0,1,160,17,159,26,204,19,54,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_656.csv,226,0.004559443659387838,0.0,1,106,18,129,23,79,14,64,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_656.csv,226,0.045594436593878386,0.0,1,17,4,124,5,81,5,87,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_743.csv,227,4.587353217893768e-05,0.0,2,197,23,420,36,419,22,61,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_743.csv,227,0.0004587353217893768,0.0,1,138,19,390,25,112,23,52,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_743.csv,227,0.004587353217893768,0.0,1,111,14,360,13,125,9,66,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_743.csv,227,0.045873532178937686,0.0,2,1,1,1,1,1,1,1,1
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_856.csv,228,4.5773838824602786e-05,0.0,6,782,22,266,17,161,21,117,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_856.csv,228,0.00045773838824602784,0.0,1,250,17,133,21,108,18,88,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_856.csv,228,0.0045773838824602784,0.0,1,165,17,116,27,111,20,55,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_856.csv,228,0.045773838824602786,0.0,1,40,10,78,12,16,10,16,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_429.csv,229,4.5765336278380826e-05,0.0,5,108,14,397,15,193,19,79,27
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_429.csv,229,0.00045765336278380823,0.0,1,128,18,205,20,133,18,31,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_429.csv,229,0.0045765336278380826,0.0,1,97,19,207,16,81,20,35,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_429.csv,229,0.04576533627838083,0.0,1,12,9,145,7,36,8,14,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_11.csv,230,4.571287872007792e-05,0.0,5,104,19,335,23,212,20,69,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_11.csv,230,0.00045712878720077923,0.0,1,144,25,164,18,100,21,79,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_11.csv,230,0.004571287872007792,0.0,1,93,15,156,14,99,12,12,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_11.csv,230,0.045712878720077926,0.0,1,27,9,45,11,21,11,15,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,231,4.54928761445529e-05,0.0,5,162,19,303,25,129,21,62,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,231,0.00045492876144552903,0.0,1,190,23,96,16,106,24,41,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,231,0.00454928761445529,0.0,1,140,18,301,14,228,17,17,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_903.csv,231,0.045492876144552906,0.0,1,15,8,66,7,18,8,7,7
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_148.csv,232,4.5531721766992664e-05,0.0,6,181,17,312,19,252,16,48,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_148.csv,232,0.00045531721766992663,0.0,1,187,20,168,20,59,16,69,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_148.csv,232,0.004553172176699267,0.0,1,104,17,172,13,73,16,23,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_148.csv,232,0.04553172176699266,0.0,1,5,3,168,3,196,3,27,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_838.csv,233,4.5618839379676926e-05,0.0,6,274,18,190,14,71,13,34,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_838.csv,233,0.00045618839379676923,0.0,1,212,23,102,23,74,17,27,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_838.csv,233,0.004561883937967692,0.0,1,147,25,98,22,78,20,19,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_838.csv,233,0.04561883937967692,0.0,2,25,11,35,11,23,11,19,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,234,4.5605888585292086e-05,0.0,5,96,16,426,16,180,17,89,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,234,0.0004560588858529208,0.0,1,177,22,215,27,108,22,37,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,234,0.004560588858529209,0.0,1,123,19,228,20,153,22,50,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_878.csv,234,0.04560588858529208,0.0,2,5,4,164,5,10,3,18,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_660.csv,235,4.587793613830123e-05,0.0,5,249,20,161,16,150,20,55,21
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_660.csv,235,0.0004587793613830123,0.0,1,133,17,101,18,55,17,17,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_660.csv,235,0.004587793613830123,0.0,1,100,19,72,13,98,19,25,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_660.csv,235,0.04587793613830123,0.0,1,13,7,23,6,23,7,6,6
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_360.csv,236,4.61417741230448e-05,0.0,3,152,23,345,19,106,22,80,35
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_360.csv,236,0.00046141774123044794,0.0,1,138,25,207,23,92,19,30,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_360.csv,236,0.004614177412304479,0.0,1,81,15,205,17,147,15,17,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_360.csv,236,0.04614177412304479,0.0,1,2,2,2,2,2,2,2,2
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_898.csv,237,4.549441169316284e-05,0.0,5,255,16,361,14,205,17,44,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_898.csv,237,0.00045494411693162843,0.0,1,200,20,189,24,122,23,38,20
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_898.csv,237,0.004549441169316284,0.0,1,138,16,100,20,81,19,46,19
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_898.csv,237,0.045494411693162845,0.0,1,8,4,66,5,94,5,36,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_731.csv,238,4.5530175892711244e-05,0.0,5,130,12,220,14,57,17,48,26
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_731.csv,238,0.0004553017589271125,0.0,2,120,19,158,27,122,27,64,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_731.csv,238,0.004553017589271124,0.0,1,128,22,116,15,68,15,31,11
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_731.csv,238,0.045530175892711244,0.0,1,20,9,41,9,13,7,10,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_151.csv,239,4.529651344015654e-05,0.0,6,91,15,311,13,217,19,65,30
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_151.csv,239,0.0004529651344015654,0.0,2,160,21,119,25,125,23,79,25
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_151.csv,239,0.004529651344015654,0.0,1,103,24,112,15,101,16,22,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_151.csv,239,0.04529651344015654,0.0,1,23,12,122,11,40,9,28,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_884.csv,240,4.577775012788116e-05,0.0,4,200,25,283,23,226,22,73,36
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_884.csv,240,0.0004577775012788116,0.0,1,169,25,143,15,191,24,57,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_884.csv,240,0.004577775012788116,0.0,1,124,19,303,14,89,15,72,14
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_884.csv,240,0.04577775012788116,0.0,1,26,9,73,7,61,11,16,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_699.csv,241,4.5368788291665217e-05,0.0,3,183,20,236,26,177,18,82,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_699.csv,241,0.00045368788291665215,0.0,1,135,17,115,20,94,21,45,13
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_699.csv,241,0.004536878829166521,0.0,1,53,15,88,17,66,16,59,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_699.csv,241,0.04536878829166521,0.0,1,4,3,36,3,6,3,18,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_38.csv,242,4.588524207230101e-05,0.0,7,60,13,458,13,154,15,42,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_38.csv,242,0.0004588524207230101,0.0,2,183,25,155,24,130,28,82,30
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_38.csv,242,0.004588524207230101,0.0,1,103,18,107,19,98,18,53,16
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_38.csv,242,0.04588524207230101,0.0,1,41,14,51,12,26,13,12,8
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_923.csv,243,4.55344224387682e-05,0.0,5,169,25,391,20,125,19,80,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_923.csv,243,0.000455344224387682,0.0,1,151,16,175,18,122,19,59,23
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_923.csv,243,0.004553442243876819,0.0,1,119,17,163,19,104,19,39,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_923.csv,243,0.0455344224387682,0.0,1,19,5,115,6,114,7,21,5
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_24.csv,244,4.590113500084507e-05,0.0,5,122,14,391,17,130,15,68,30
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_24.csv,244,0.00045901135000845066,0.0,1,194,24,126,20,165,25,48,15
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_24.csv,244,0.004590113500084507,0.0,1,185,26,94,20,58,13,18,9
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_24.csv,244,0.04590113500084507,0.0,1,29,10,16,5,16,5,5,4
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_307.csv,245,4.5460589951127645e-05,0.0,4,132,17,397,26,123,27,66,29
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_307.csv,245,0.00045460589951127646,0.0,1,129,20,260,23,141,22,62,17
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_307.csv,245,0.004546058995112764,0.0,1,51,19,260,16,75,20,38,12
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_307.csv,245,0.045460589951127645,0.0,1,6,3,164,4,129,3,18,3
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,246,4.5963898659501164e-05,0.0,3,146,21,218,22,212,21,44,22
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,246,0.00045963898659501164,0.0,1,159,22,140,19,208,18,104,18
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,246,0.0045963898659501165,0.0,1,103,19,98,15,47,13,26,10
x_gen_syn_n3_p10_corr0.5_snr5.0_seed2022_349.csv,246,0.045963898659501165,0.0,1,3,3,3,3,3,3,3,3
